Date,Pond_ID,AMMONIA_mg_L,DO_mg_L,PH,TEMP_C
2022-06-26,Station_B,0.32,6.29,7.9,28.7
2022-06-26,Station_C,0.17,5.0,7.9,28.4
2022-06-27,Station_A,0.21,5.79,7.6,26.3
2022-06-27,Station_B,0.17,6.22,8.0,27.9
2022-06-27,Station_C,0.23,5.57,8.1,29.4
2022-06-28,Station_A,0.11,5.18,7.7,29.9
2022-06-28,Station_B,0.21,6.78,7.8,27.3
2022-06-28,Station_C,0.35,6.69,7.9,29.2
2022-06-29,Station_A,0.27,6.97,7.7,29.2
2022-06-29,Station_B,0.11,6.53,7.6,28.5
2022-06-29,Station_C,0.38,5.58,7.7,26.5
2022-06-30,Station_A,0.31,6.48,7.8,27.9
2022-06-30,Station_B,0.27,5.49,8.2,29.2
2022-06-30,Station_C,0.15,6.57,7.6,26.8
2022-07-01,Station_A,0.27,6.57,7.7,26.3
2022-07-01,Station_B,0.32,5.44,7.7,29.8
2022-07-01,Station_C,0.4,6.62,7.6,26.8
2022-07-02,Station_A,0.2,6.91,8.1,28.9
2022-07-02,Station_B,0.37,6.66,7.6,29.5
2022-07-02,Station_C,0.12,6.31,8.0,26.4
2022-07-03,Station_A,0.4,6.36,8.0,26.9
2022-07-03,Station_B,0.18,5.5,7.7,26.8
2022-07-03,Station_C,0.2,6.64,7.6,27.9
2022-07-04,Station_A,0.24,5.11,8.2,29.2
2022-07-04,Station_B,0.13,6.18,8.0,26.8
2022-07-04,Station_C,0.34,6.54,8.1,29.5
2022-07-05,Station_A,0.22,6.14,8.1,28.8
2022-07-05,Station_B,0.1,5.71,7.7,27.0
2022-07-05,Station_C,0.31,5.17,8.0,28.8
2022-07-06,Station_A,0.18,6.26,8.0,29.5
2022-07-06,Station_B,0.39,6.16,8.1,29.2
2022-07-06,Station_C,0.1,6.93,7.8,29.2
2022-07-07,Station_A,0.22,5.54,7.7,26.5
2022-07-07,Station_B,0.1,5.63,7.6,28.4
2022-07-07,Station_C,0.18,5.98,8.0,26.5
2022-07-08,Station_A,0.17,6.95,7.8,28.4
2022-07-08,Station_B,0.25,5.15,7.5,27.9
2022-07-08,Station_C,0.14,6.38,8.2,27.6
2022-07-09,Station_A,0.39,6.66,7.8,28.9
2022-07-09,Station_B,0.25,5.56,7.6,27.7
2022-07-09,Station_C,0.31,5.91,7.9,26.6
2022-07-10,Station_A,0.28,6.97,7.6,27.1
2022-07-10,Station_B,0.12,6.75,7.9,27.6
2022-07-10,Station_C,0.19,5.61,8.1,28.9
2022-07-11,Station_A,0.34,5.51,7.9,27.8
2022-07-11,Station_B,0.19,6.29,8.1,27.6
2022-07-11,Station_C,0.25,5.69,8.0,29.8
2022-07-12,Station_A,0.24,6.31,7.6,27.0
2022-07-12,Station_B,0.3,5.03,7.6,28.7
2022-07-12,Station_C,0.35,5.58,8.2,28.2
2022-07-13,Station_A,0.28,5.25,8.2,26.5
2022-07-13,Station_B,0.34,6.24,8.1,28.1
2022-07-13,Station_C,0.38,5.07,8.1,26.9
2022-07-14,Station_A,0.14,6.16,8.1,27.9
2022-07-14,Station_B,0.34,6.47,8.1,27.8
2022-07-14,Station_C,0.11,5.49,7.6,28.2
2022-07-15,Station_A,0.11,5.07,8.1,28.4
2022-07-15,Station_B,0.37,5.14,8.2,28.5
2022-07-15,Station_C,0.3,6.53,7.8,29.4
2022-07-16,Station_A,0.18,5.19,7.6,27.0
2022-07-16,Station_B,0.12,5.85,7.9,29.6
2022-07-16,Station_C,0.33,6.94,8.1,29.9
2022-07-17,Station_A,0.12,5.8,8.0,27.4
2022-07-17,Station_B,0.27,6.87,7.5,29.1
2022-07-17,Station_C,0.39,6.86,8.0,28.1
2022-07-18,Station_A,0.26,6.53,8.1,29.2
2022-07-18,Station_B,0.28,5.66,7.5,26.8
2022-07-18,Station_C,0.35,5.52,7.7,29.8
2022-07-19,Station_A,0.1,5.57,7.6,26.4
2022-07-19,Station_B,0.28,5.38,7.8,29.4
2022-07-19,Station_C,0.37,6.0,7.8,29.0
2022-07-20,Station_A,0.13,6.3,7.8,29.2
2022-07-20,Station_B,0.22,6.19,7.9,29.9
2022-07-20,Station_C,0.37,5.51,8.0,27.1
2022-07-21,Station_A,0.38,5.04,8.2,26.6
2022-07-21,Station_B,0.18,5.7,7.7,28.3
2022-07-21,Station_C,0.3,5.03,7.5,26.4
2022-07-22,Station_A,0.34,6.78,7.7,28.3
2022-07-22,Station_B,0.19,5.82,7.9,26.5
2022-07-22,Station_C,0.15,6.25,7.6,26.8
2022-07-23,Station_A,0.12,5.38,8.1,26.1
2022-07-23,Station_B,0.22,6.35,7.9,26.9
2022-07-23,Station_C,0.25,6.65,7.8,29.9
2022-07-24,Station_A,0.39,6.03,7.8,29.0
2022-07-24,Station_B,0.39,5.65,8.1,26.8
2022-07-24,Station_C,0.15,5.69,8.2,26.6
2022-07-25,Station_A,0.28,5.24,7.7,28.3
2022-07-25,Station_B,0.34,6.94,7.7,26.7
2022-07-25,Station_C,0.32,5.56,7.5,28.2
2022-07-26,Station_A,0.22,5.84,8.2,28.8
2022-07-26,Station_B,0.27,6.95,8.0,29.6
2022-07-26,Station_C,0.32,5.58,7.7,29.1
2022-07-27,Station_A,0.27,5.5,8.1,26.4
2022-07-27,Station_B,0.28,5.37,7.9,27.1
2022-07-27,Station_C,0.21,5.13,8.2,26.1
2022-07-28,Station_A,0.21,6.29,7.7,28.7
2022-07-28,Station_B,0.31,5.23,8.0,27.1
2022-07-28,Station_C,0.22,5.87,7.8,28.8
2022-07-29,Station_A,0.19,5.12,8.0,28.3
2022-07-29,Station_B,0.31,6.07,7.8,28.0
2022-07-29,Station_C,0.3,5.58,7.6,26.6
2022-07-30,Station_A,0.36,5.82,7.6,29.0
2022-07-30,Station_B,0.36,6.21,8.1,26.1
2022-07-30,Station_C,0.13,6.43,7.5,28.0
2022-07-31,Station_A,0.19,6.74,7.6,27.4
2022-07-31,Station_B,0.11,6.35,8.1,29.7
2022-07-31,Station_C,0.2,6.17,7.6,27.0
2022-08-01,Station_A,0.19,6.75,7.7,28.2
2022-08-01,Station_B,0.24,6.94,7.7,28.5
2022-08-01,Station_C,0.12,5.98,8.1,26.4
2022-08-02,Station_A,0.15,6.53,8.0,28.3
2022-08-02,Station_B,0.37,6.53,8.1,29.3
2022-08-02,Station_C,0.24,6.73,8.1,26.1
2022-08-03,Station_A,0.39,5.55,8.1,27.6
2022-08-03,Station_B,0.12,5.31,7.7,28.0
2022-08-03,Station_C,0.4,5.88,7.9,28.1
2022-08-04,Station_A,0.26,5.02,7.5,26.4
2022-08-04,Station_B,0.31,5.41,8.1,29.7
2022-08-04,Station_C,0.38,5.54,7.9,26.7
2022-08-05,Station_A,0.37,6.7,7.8,29.0
2022-08-05,Station_B,0.11,6.51,7.8,30.0
2022-08-05,Station_C,0.36,5.96,8.1,29.3
2022-08-06,Station_A,0.19,6.9,7.6,26.3
2022-08-06,Station_B,0.35,5.95,8.1,28.9
2022-08-06,Station_C,0.38,5.12,8.1,27.2
2022-08-07,Station_A,0.23,5.34,7.8,26.8
2022-08-07,Station_B,0.16,5.98,8.1,28.3
2022-08-07,Station_C,0.29,6.38,8.0,27.8
2022-08-08,Station_A,0.12,6.72,8.0,27.0
2022-08-08,Station_B,0.1,5.43,7.5,29.1
2022-08-08,Station_C,0.34,5.01,7.9,28.8
2022-08-09,Station_A,0.29,5.17,7.6,27.9
2022-08-09,Station_B,0.14,5.37,7.6,27.0
2022-08-09,Station_C,0.22,6.31,7.8,29.1
2022-08-10,Station_A,0.14,5.1,8.1,26.3
2022-08-10,Station_B,0.11,6.26,7.9,29.9
2022-08-10,Station_C,0.22,5.74,7.7,26.6
2022-08-11,Station_A,0.14,5.23,7.7,27.2
2022-08-11,Station_B,0.27,6.98,7.8,27.8
2022-08-11,Station_C,0.15,5.29,8.2,29.9
2022-08-12,Station_A,0.15,5.85,7.6,27.5
2022-08-12,Station_B,0.24,5.54,7.7,26.4
2022-08-12,Station_C,0.39,5.66,8.1,29.4
2022-08-13,Station_A,0.34,6.32,8.1,26.3
2022-08-13,Station_B,0.4,6.54,8.2,29.1
2022-08-13,Station_C,0.31,6.52,7.9,29.7
2022-08-14,Station_A,0.35,6.35,7.7,26.1
2022-08-14,Station_B,0.28,5.6,7.6,29.3
2022-08-14,Station_C,3.67,0.58,7.8,27.2
2022-08-15,Station_A,0.29,6.01,7.9,29.7
2022-08-15,Station_B,0.33,5.1,7.5,27.7
2022-08-15,Station_C,0.34,6.06,7.5,26.2
2022-08-16,Station_A,0.34,5.88,7.9,29.2
2022-08-16,Station_B,0.17,6.23,7.9,28.9
2022-08-16,Station_C,0.39,5.39,8.2,28.2
2022-08-17,Station_A,0.13,5.76,8.0,28.8
2022-08-17,Station_B,0.26,5.18,8.2,29.6
2022-08-17,Station_C,0.36,6.84,7.7,28.9
2022-08-18,Station_A,0.3,5.68,7.7,27.7
2022-08-18,Station_B,0.35,5.7,7.8,29.6
2022-08-18,Station_C,0.26,6.91,8.1,26.7
2022-08-19,Station_A,0.39,5.74,7.8,26.8
2022-08-19,Station_B,0.32,6.54,8.2,29.1
2022-08-19,Station_C,0.11,6.97,7.7,27.2
2022-08-20,Station_A,0.28,5.43,8.1,30.0
2022-08-20,Station_B,0.36,5.78,7.9,29.7
2022-08-20,Station_C,0.18,5.43,7.6,28.2
2022-08-21,Station_A,0.22,5.15,7.8,26.2
2022-08-21,Station_B,0.16,5.66,8.1,29.0
2022-08-21,Station_C,0.12,6.43,7.8,29.1
2022-08-22,Station_A,0.2,5.9,8.0,29.6
2022-08-22,Station_B,0.26,5.07,7.8,29.5
2022-08-22,Station_C,0.38,6.26,8.2,29.0
2022-08-23,Station_A,0.17,5.79,7.6,28.0
2022-08-23,Station_B,0.39,5.87,8.0,29.8
2022-08-23,Station_C,0.16,5.99,7.7,27.6
2022-08-24,Station_A,0.35,5.9,7.9,29.9
2022-08-24,Station_B,0.25,6.55,7.6,28.4
2022-08-24,Station_C,0.36,5.65,7.7,28.4
2022-08-25,Station_A,0.19,5.83,7.7,28.1
2022-08-25,Station_B,0.27,6.31,7.7,26.5
2022-08-25,Station_C,0.36,5.51,7.8,28.0
2022-08-26,Station_A,0.3,5.08,8.0,26.2
2022-08-26,Station_B,0.35,5.9,7.6,29.9
2022-08-26,Station_C,0.33,5.82,7.6,29.8
2022-08-27,Station_A,0.36,5.68,7.7,29.9
2022-08-27,Station_B,0.14,5.44,7.8,26.2
2022-08-27,Station_C,0.23,6.56,7.7,29.9
2022-08-28,Station_A,0.28,5.18,8.0,30.0
2022-08-28,Station_B,0.27,5.97,8.1,29.7
2022-08-28,Station_C,0.22,6.98,7.6,27.0
2022-08-29,Station_A,0.18,6.54,8.1,29.1
2022-08-29,Station_B,0.25,6.42,7.8,29.4
2022-08-29,Station_C,0.31,6.07,8.1,27.0
2022-08-30,Station_A,0.33,5.99,8.1,27.4
2022-08-30,Station_B,0.37,5.93,7.9,27.3
2022-08-30,Station_C,0.3,5.24,8.1,29.1
2022-08-31,Station_A,0.31,6.21,7.6,27.1
2022-08-31,Station_B,0.31,6.28,7.9,29.1
2022-08-31,Station_C,0.29,6.57,7.7,29.5
2022-09-01,Station_A,0.35,6.09,7.7,28.2
2022-09-01,Station_B,0.31,5.95,8.1,28.7
2022-09-01,Station_C,0.17,6.97,8.1,29.2
2022-09-02,Station_A,0.26,5.27,7.9,26.6
2022-09-02,Station_B,0.29,5.78,7.8,29.5
2022-09-02,Station_C,0.34,5.34,7.5,26.7
2022-09-03,Station_A,0.22,6.75,7.9,26.1
2022-09-03,Station_B,0.13,6.58,7.6,27.4
2022-09-03,Station_C,0.39,5.74,8.1,26.8
2022-09-04,Station_A,0.3,5.39,7.7,26.5
2022-09-04,Station_B,0.16,6.29,8.2,26.0
2022-09-04,Station_C,0.27,6.83,7.9,28.2
2022-09-05,Station_A,0.18,5.11,7.8,26.2
2022-09-05,Station_B,0.19,6.07,7.6,29.7
2022-09-05,Station_C,0.16,5.69,7.9,26.4
2022-09-06,Station_A,0.18,6.83,8.1,28.3
2022-09-06,Station_B,0.38,6.86,8.2,26.5
2022-09-06,Station_C,0.3,6.08,7.5,26.2
2022-09-07,Station_A,0.36,5.71,8.1,28.4
2022-09-07,Station_B,0.23,5.23,7.8,27.8
2022-09-07,Station_C,0.13,6.98,7.7,26.8
2022-09-08,Station_A,0.26,5.88,8.0,28.1
2022-09-08,Station_B,0.32,5.05,7.9,29.5
2022-09-08,Station_C,0.22,6.85,7.7,27.8
2022-09-09,Station_A,0.16,5.13,8.1,29.5
2022-09-09,Station_B,0.25,6.67,8.0,27.1
2022-09-09,Station_C,0.24,6.72,8.1,29.8
2022-09-10,Station_A,0.27,5.89,8.0,29.0
2022-09-10,Station_B,0.13,6.85,7.8,27.5
2022-09-10,Station_C,0.3,5.42,8.1,27.2
2022-09-11,Station_A,0.22,6.46,8.2,29.2
2022-09-11,Station_B,0.14,5.14,7.9,27.2
2022-09-11,Station_C,0.3,6.94,7.7,27.9
2022-09-12,Station_A,0.17,6.18,7.8,27.8
2022-09-12,Station_B,0.11,6.04,7.7,26.0
2022-09-12,Station_C,0.18,5.79,7.6,28.0
2022-09-13,Station_A,0.29,6.61,7.8,28.1
2022-09-13,Station_B,0.23,6.4,7.8,27.7
2022-09-13,Station_C,0.15,5.68,7.7,27.4
2022-09-14,Station_A,0.27,6.6,8.1,27.5
2022-09-14,Station_B,0.28,5.8,8.1,28.9
2022-09-14,Station_C,0.16,5.94,8.1,28.0
2022-09-15,Station_A,0.28,6.68,7.7,28.3
2022-09-15,Station_B,0.31,6.46,7.5,28.7
2022-09-15,Station_C,0.14,5.84,7.6,27.7
2022-09-16,Station_A,0.32,6.55,7.9,26.1
2022-09-16,Station_B,0.31,5.07,8.1,26.8
2022-09-16,Station_C,0.24,5.84,8.1,27.7
2022-09-17,Station_A,0.38,6.84,8.0,27.9
2022-09-17,Station_B,0.34,5.15,7.5,28.1
2022-09-17,Station_C,0.1,5.85,7.6,26.6
2022-09-18,Station_A,0.16,6.43,8.1,27.8
2022-09-18,Station_B,0.11,5.14,7.7,28.2
2022-09-18,Station_C,0.28,5.78,7.6,29.1
2022-09-19,Station_A,0.32,6.03,8.0,29.6
2022-09-19,Station_B,0.26,6.02,7.7,29.7
2022-09-19,Station_C,0.14,5.87,7.6,28.0
2022-09-20,Station_A,0.2,5.14,8.2,29.1
2022-09-20,Station_B,0.21,6.52,7.8,26.8
2022-09-20,Station_C,0.2,5.28,8.2,26.2
2022-09-21,Station_A,0.24,5.6,7.9,26.6
2022-09-21,Station_B,0.2,6.18,8.0,29.6
2022-09-21,Station_C,0.28,5.78,7.9,29.1
2022-09-22,Station_A,0.13,5.77,8.0,27.7
2022-09-22,Station_B,0.22,6.21,8.2,28.0
2022-09-22,Station_C,0.15,5.08,7.9,28.2
2022-09-23,Station_A,0.31,6.48,7.7,27.4
2022-09-23,Station_B,0.21,6.52,7.8,29.2
2022-09-23,Station_C,0.3,6.71,8.2,28.3
2022-09-24,Station_A,0.22,6.52,8.0,26.7
2022-09-24,Station_B,0.3,5.5,7.8,29.0
2022-09-24,Station_C,0.12,5.37,7.7,27.0
2022-09-25,Station_A,0.25,5.41,7.5,26.7
2022-09-25,Station_B,0.24,6.73,8.1,28.0
2022-09-25,Station_C,0.16,6.38,7.7,29.3
2022-09-26,Station_A,0.33,5.2,8.1,27.2
2022-09-26,Station_B,0.25,5.73,8.0,29.8
2022-09-26,Station_C,0.38,6.22,8.1,27.5
2022-09-27,Station_A,0.36,5.83,7.9,26.1
2022-09-27,Station_B,0.29,6.43,7.9,26.6
2022-09-27,Station_C,0.21,5.99,8.1,29.1
2022-09-28,Station_A,0.37,5.94,8.0,26.6
2022-09-28,Station_B,0.17,5.88,7.5,26.6
2022-09-28,Station_C,0.17,5.2,8.0,26.1
2022-09-29,Station_A,0.14,6.89,8.2,26.9
2022-09-29,Station_B,0.11,6.86,7.9,26.2
2022-09-29,Station_C,0.12,5.79,8.0,27.9
2022-09-30,Station_A,0.14,5.49,7.6,29.2
2022-09-30,Station_B,0.28,5.69,7.7,28.6
2022-09-30,Station_C,0.22,6.19,7.8,27.2
2022-10-01,Station_A,0.3,5.05,7.8,26.2
2022-10-01,Station_B,0.27,6.73,8.1,26.3
2022-10-01,Station_C,0.27,5.29,8.0,29.0
2022-10-02,Station_A,0.1,5.43,8.1,28.7
2022-10-02,Station_B,0.12,6.19,7.9,26.1
2022-10-02,Station_C,0.28,5.38,7.7,28.6
2022-10-03,Station_A,0.36,5.68,7.7,29.9
2022-10-03,Station_B,0.11,6.54,7.6,26.1
2022-10-03,Station_C,0.18,6.64,8.0,29.9
2022-10-04,Station_A,0.23,6.4,8.2,28.8
2022-10-04,Station_B,0.38,5.23,8.0,29.4
2022-10-04,Station_C,0.16,6.01,8.0,27.0
2022-10-05,Station_A,0.18,5.67,7.8,28.1
2022-10-05,Station_B,0.25,5.6,7.6,26.2
2022-10-05,Station_C,0.27,6.57,7.6,26.4
2022-10-06,Station_A,0.19,6.9,8.0,27.3
2022-10-06,Station_B,0.26,5.16,7.6,26.7
2022-10-06,Station_C,0.25,5.02,8.0,27.7
2022-10-07,Station_A,0.16,6.1,8.2,26.3
2022-10-07,Station_B,0.17,5.5,7.8,29.3
2022-10-07,Station_C,0.16,6.09,7.9,28.1
2022-10-08,Station_A,0.16,5.98,7.8,29.2
2022-10-08,Station_B,0.14,5.18,8.1,28.1
2022-10-08,Station_C,0.12,6.05,7.9,29.4
2022-10-09,Station_A,0.17,5.81,8.1,29.8
2022-10-09,Station_B,0.39,5.01,7.5,26.6
2022-10-09,Station_C,0.35,6.79,7.6,28.5
2022-10-10,Station_A,0.24,5.21,7.8,27.5
2022-10-10,Station_B,0.23,5.03,8.2,28.2
2022-10-10,Station_C,0.39,5.31,7.6,29.2
2022-10-11,Station_A,0.34,5.54,7.5,28.1
2022-10-11,Station_B,0.33,6.28,8.1,29.1
2022-10-11,Station_C,0.34,6.28,8.0,29.3
2022-10-12,Station_A,0.24,6.27,7.7,26.7
2022-10-12,Station_B,0.17,5.16,7.5,28.4
2022-10-12,Station_C,0.33,5.75,7.8,27.6
2022-10-13,Station_A,0.21,6.93,8.2,29.4
2022-10-13,Station_B,0.23,6.07,8.0,28.8
2022-10-13,Station_C,0.31,7.0,7.7,29.3
2022-10-14,Station_A,0.31,5.65,8.0,29.6
2022-10-14,Station_B,0.29,5.78,8.2,27.9
2022-10-14,Station_C,0.21,6.31,7.6,28.4
2022-10-15,Station_A,0.36,5.14,8.2,28.8
2022-10-15,Station_B,0.1,5.34,8.1,26.1
2022-10-15,Station_C,0.33,6.17,8.0,29.0
2022-10-16,Station_A,0.37,5.45,7.9,28.6
2022-10-16,Station_B,0.39,5.98,7.5,29.7
2022-10-16,Station_C,0.31,6.05,8.1,26.1
2022-10-17,Station_A,0.24,5.15,8.0,27.6
2022-10-17,Station_B,0.1,6.44,8.1,27.6
2022-10-17,Station_C,0.17,6.24,7.5,28.0
2022-10-18,Station_A,0.38,5.76,8.0,28.4
2022-10-18,Station_B,0.22,5.64,8.1,26.2
2022-10-18,Station_C,0.12,6.69,7.5,29.4
2022-10-19,Station_A,0.1,5.8,7.6,28.5
2022-10-19,Station_B,0.25,5.08,8.0,29.4
2022-10-19,Station_C,0.35,5.4,8.1,27.3
2022-10-20,Station_A,0.35,6.88,8.0,26.9
2022-10-20,Station_B,0.24,6.8,7.6,29.3
2022-10-20,Station_C,0.34,6.84,7.8,27.5
2022-10-21,Station_A,0.26,6.37,7.9,26.6
2022-10-21,Station_B,0.16,6.86,7.7,28.9
2022-10-21,Station_C,0.2,5.62,8.0,28.2
2022-10-22,Station_A,0.19,6.38,8.0,26.6
2022-10-22,Station_B,0.24,5.71,7.7,28.7
2022-10-22,Station_C,0.31,6.87,7.9,28.4
2022-10-23,Station_A,0.36,5.57,7.9,29.9
2022-10-23,Station_B,0.32,5.89,7.5,29.2
2022-10-23,Station_C,0.31,5.05,8.1,26.6
2022-10-24,Station_A,0.28,5.92,7.7,27.9
2022-10-24,Station_B,0.23,5.72,7.9,27.0
2022-10-24,Station_C,0.25,5.39,7.8,29.5
2022-10-25,Station_A,0.3,6.1,7.6,29.3
2022-10-25,Station_B,0.19,6.66,7.9,29.6
2022-10-25,Station_C,0.32,6.67,7.5,29.1
2022-10-26,Station_A,0.12,6.02,7.6,28.9
2022-10-26,Station_B,0.39,5.37,7.9,26.8
2022-10-26,Station_C,0.32,6.44,8.1,29.4
2022-10-27,Station_A,0.2,6.37,7.8,26.8
2022-10-27,Station_B,0.22,5.78,8.1,27.6
2022-10-27,Station_C,0.12,6.71,8.2,28.8
2022-10-28,Station_A,0.38,6.33,8.1,29.1
2022-10-28,Station_B,0.24,5.37,7.7,29.1
2022-10-28,Station_C,0.32,5.93,7.6,26.2
2022-10-29,Station_A,0.24,6.22,7.5,30.0
2022-10-29,Station_B,0.35,6.07,7.6,29.2
2022-10-29,Station_C,0.26,6.03,7.6,28.6
2022-10-30,Station_A,0.13,5.53,8.1,27.1
2022-10-30,Station_B,0.26,6.19,7.8,27.2
2022-10-30,Station_C,0.32,6.49,8.0,28.6
2022-10-31,Station_A,0.11,6.62,7.8,27.2
2022-10-31,Station_B,0.12,5.7,8.1,29.7
2022-10-31,Station_C,0.38,6.82,7.9,26.9
2022-11-01,Station_A,0.16,5.53,7.7,28.1
2022-11-01,Station_B,0.15,5.91,8.1,28.3
2022-11-01,Station_C,0.16,5.33,7.9,27.9
2022-11-02,Station_A,0.34,6.5,8.2,27.6
2022-11-02,Station_B,0.27,5.22,7.7,26.8
2022-11-02,Station_C,0.13,5.06,8.0,28.4
2022-11-03,Station_A,0.3,5.23,7.7,26.5
2022-11-03,Station_B,0.32,5.4,7.7,29.9
2022-11-03,Station_C,0.34,5.53,7.6,29.1
2022-11-04,Station_A,0.3,6.11,7.9,28.9
2022-11-04,Station_B,0.21,6.74,7.7,28.2
2022-11-04,Station_C,0.4,5.87,7.8,29.4
2022-11-05,Station_A,0.32,5.93,7.7,28.4
2022-11-05,Station_B,0.37,5.22,7.8,27.9
2022-11-05,Station_C,0.3,5.81,7.5,28.3
2022-11-06,Station_A,0.35,6.51,7.8,27.7
2022-11-06,Station_B,0.19,5.5,8.2,29.2
2022-11-06,Station_C,0.16,5.29,7.5,26.9
2022-11-07,Station_A,0.17,6.46,7.7,27.6
2022-11-07,Station_B,0.17,5.75,7.7,26.4
2022-11-07,Station_C,0.21,6.39,8.1,28.2
2022-11-08,Station_A,0.29,5.11,7.9,28.7
2022-11-08,Station_B,0.35,6.82,8.1,27.2
2022-11-08,Station_C,3.52,1.19,8.1,26.0
2022-11-09,Station_A,0.34,6.86,7.6,26.9
2022-11-09,Station_B,0.15,6.36,7.9,26.3
2022-11-09,Station_C,0.26,6.7,8.0,28.5
2022-11-10,Station_A,0.19,5.24,7.8,26.1
2022-11-10,Station_B,0.23,5.84,7.5,28.4
2022-11-10,Station_C,3.76,0.52,7.6,29.4
2022-11-11,Station_A,0.33,5.72,8.0,27.6
2022-11-11,Station_B,0.33,5.14,8.1,26.2
2022-11-11,Station_C,0.32,5.79,7.7,29.0
2022-11-12,Station_A,0.38,5.75,7.9,27.5
2022-11-12,Station_B,0.33,5.68,7.8,27.6
2022-11-12,Station_C,0.38,6.33,7.8,29.1
2022-11-13,Station_A,0.12,5.19,7.5,27.8
2022-11-13,Station_B,0.19,5.77,8.1,29.3
2022-11-13,Station_C,0.18,5.23,7.5,26.4
2022-11-14,Station_A,0.27,5.13,7.6,26.7
2022-11-14,Station_B,0.28,6.1,7.7,27.5
2022-11-14,Station_C,0.17,6.8,8.2,28.6
2022-11-15,Station_A,0.29,5.07,8.2,26.4
2022-11-15,Station_B,0.18,5.78,8.0,27.7
2022-11-15,Station_C,0.2,5.68,8.2,29.2
2022-11-16,Station_A,0.16,6.62,7.6,26.8
2022-11-16,Station_B,0.36,5.26,7.6,28.0
2022-11-16,Station_C,0.27,5.9,7.8,26.4
2022-11-17,Station_A,0.35,6.77,7.7,26.5
2022-11-17,Station_B,0.28,6.43,7.8,28.7
2022-11-17,Station_C,0.38,5.13,7.6,26.3
2022-11-18,Station_A,0.34,6.15,7.6,27.1
2022-11-18,Station_B,0.27,5.52,7.6,28.9
2022-11-18,Station_C,0.24,5.26,8.1,28.3
2022-11-19,Station_A,0.25,6.88,8.1,28.3
2022-11-19,Station_B,0.2,5.73,7.5,28.4
2022-11-19,Station_C,0.33,5.3,7.8,26.7
2022-11-20,Station_A,0.15,6.81,7.7,27.2
2022-11-20,Station_B,0.24,5.05,7.8,26.3
2022-11-20,Station_C,0.28,5.51,7.9,26.3
2022-11-21,Station_A,0.38,6.75,7.7,27.3
2022-11-21,Station_B,0.3,6.07,7.8,29.6
2022-11-21,Station_C,0.1,5.15,7.7,26.1
2022-11-22,Station_A,0.19,5.36,8.0,26.8
2022-11-22,Station_B,0.2,6.02,8.2,26.1
2022-11-22,Station_C,0.36,6.18,7.7,27.6
2022-11-23,Station_A,0.37,5.08,7.6,27.3
2022-11-23,Station_B,0.18,5.44,7.6,26.5
2022-11-23,Station_C,0.14,5.41,7.7,29.7
2022-11-24,Station_A,0.34,5.21,8.1,27.6
2022-11-24,Station_B,0.27,6.64,8.0,29.6
2022-11-24,Station_C,0.17,5.85,7.5,29.5
2022-11-25,Station_A,0.36,5.66,7.8,26.2
2022-11-25,Station_B,0.37,5.05,7.8,26.1
2022-11-25,Station_C,0.15,5.5,8.1,27.7
2022-11-26,Station_A,0.28,5.28,7.7,28.2
2022-11-26,Station_B,0.3,5.98,8.0,29.8
2022-11-26,Station_C,0.2,5.64,7.6,29.2
2022-11-27,Station_A,0.25,6.08,7.5,28.2
2022-11-27,Station_B,0.27,5.53,8.0,27.4
2022-11-27,Station_C,3.87,0.96,8.0,29.5
2022-11-28,Station_A,0.31,6.71,7.8,29.3
2022-11-28,Station_B,0.15,6.31,8.1,29.6
2022-11-28,Station_C,0.26,5.66,8.2,27.3
2022-11-29,Station_A,0.26,6.22,7.8,29.9
2022-11-29,Station_B,0.38,5.02,7.9,28.9
2022-11-29,Station_C,0.37,5.01,7.5,27.9
2022-11-30,Station_A,0.39,5.44,7.8,26.2
2022-11-30,Station_B,0.21,5.09,7.7,27.6
2022-11-30,Station_C,0.16,6.09,8.2,29.2
2022-12-01,Station_A,0.39,5.98,8.0,26.4
2022-12-01,Station_B,0.34,6.01,8.0,29.0
2022-12-01,Station_C,0.36,5.92,7.6,29.5
2022-12-02,Station_A,0.33,6.1,7.8,29.2
2022-12-02,Station_B,0.22,5.22,8.1,26.1
2022-12-02,Station_C,0.21,6.28,8.1,26.6
2022-12-03,Station_A,0.33,6.52,7.9,28.5
2022-12-03,Station_B,0.35,6.52,7.7,30.0
2022-12-03,Station_C,0.11,5.73,7.6,26.5
2022-12-04,Station_A,0.12,6.38,7.6,26.8
2022-12-04,Station_B,0.12,5.54,7.9,29.9
2022-12-04,Station_C,0.36,5.35,7.7,26.3
2022-12-05,Station_A,0.12,6.11,7.7,27.0
2022-12-05,Station_B,0.33,6.67,7.9,29.5
2022-12-05,Station_C,0.38,5.56,7.9,28.8
2022-12-06,Station_A,0.36,6.96,7.8,27.6
2022-12-06,Station_B,0.36,6.29,7.5,28.2
2022-12-06,Station_C,0.33,5.66,7.8,29.2
2022-12-07,Station_A,0.15,5.8,7.7,27.4
2022-12-07,Station_B,0.35,6.77,8.2,27.4
2022-12-07,Station_C,0.17,6.66,8.0,26.9
2022-12-08,Station_A,0.25,6.06,8.1,27.5
2022-12-08,Station_B,0.23,6.49,8.2,29.6
2022-12-08,Station_C,0.16,5.95,7.8,28.6
2022-12-09,Station_A,0.13,5.9,7.6,29.6
